Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
25554480,M,23,African American,Grad,50K -- 100K,South,Resort,2016-06-06,2016-06-07,2015-10-16,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,25,231,234,1,6,0,0,3
31235890,F,48,Asian American,Mid-School,25K --50K,East,City Hotel,2016-04-14,2016-04-16,2016-01-05,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,172,100,2,4,3,0,4
12542696,M,36,Asian American,High-School,25K --50K,West,Airport Hotels,2016-06-07,2016-06-08,2016-02-24,2,3,0,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,137,104,1,6,1,0,5
39785264,M,36,African American,College,50K -- 100K,East,Resort,2016-04-27,2016-04-28,2015-12-26,2,2,2,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,192,123,1,4,2,0,6
82149034,M,37,African American,High-School,50K -- 100K,East,City Hotel,2016-06-07,2016-06-08,2015-10-11,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,224,240,1,6,1,0,4
47781379,F,49,caucasian,College,25K --50K,West,City Hotel,2016-04-14,2016-04-15,2016-01-04,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,137,101,1,4,3,0,3
46094798,M,50,Latino,College,50K -- 100K,West,Resort,2016-04-14,2016-04-15,2016-01-04,2,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,237,101,1,4,3,0,5
12869604,M,53,caucasian,College,50K -- 100K,South,Airport Hotels,2016-04-19,2016-04-20,2016-02-03,2,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,30,114,76,1,4,1,0,3
8882692,F,36,Asian American,High-School,25K --50K,South,City Hotel,2016-05-31,2016-06-03,2016-01-21,2,2,0,BB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,10,245,131,3,5,1,0,4
74739634,M,62,Latino,High-School,<25K,North,Airport Hotels,2016-06-07,2016-06-11,2015-10-23,2,1,1,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,122,228,4,6,1,0,4
10658844,F,34,Latino,College,25K --50K,North,City Hotel,2016-03-02,2016-03-06,2015-12-07,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,202,86,4,3,2,0,4
75991420,F,38,Latino,College,<25K,North,Resort,2016-04-14,2016-04-15,2016-01-04,2,3,1,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,No,0,113,101,1,4,3,0,6
69052069,F,51,African American,College,25K --50K,West,City Hotel,2016-04-17,2016-04-18,2016-03-03,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,144,45,1,4,6,1,3
11535926,M,18,Latino,College,25K --50K,North,Airport Hotels,2016-05-04,2016-05-05,2016-04-02,2,1,0,BB,Yes,Yes,Refundable,Agent,Yes,Check-Out,No,0,142,32,1,5,2,0,3
1542265,M,31,caucasian,College,<25K,South,City Hotel,2016-06-10,2016-06-14,2015-11-21,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,147,202,4,6,4,0,4
75125556,M,28,Latino,Grad,>100K,East,City Hotel,2016-06-10,2016-06-11,2015-11-18,4,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,40,121,205,1,6,4,0,6
24222344,F,43,African American,High-School,50K -- 100K,West,Airport Hotels,2016-06-11,2016-06-12,2015-09-20,3,2,0,BB,No,No,Non-Refundable,Direct,No,Check-Out,Yes,10,242,265,1,6,5,1,5
95824881,M,39,Asian American,High-School,25K --50K,West,Resort,2016-05-31,2016-06-04,2016-05-28,2,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,146,3,4,5,1,0,5
10868489,F,19,Latino,Mid-School,50K -- 100K,East,City Hotel,2016-05-13,2016-05-15,2015-11-18,3,2,1,BB,Yes,Yes,Refundable,Agent,Yes,Check-Out,Yes,5,118,177,2,5,4,0,6
71025388,F,35,caucasian,College,50K -- 100K,East,Resort,2015-12-01,2015-12-02,2015-05-01,2,2,0,FB,No,No,Non-Refundable,Online,No,Check-Out,Yes,10,103,214,1,12,1,0,4
27520919,M,50,caucasian,College,25K --50K,West,Resort,2015-12-01,2015-12-04,2015-05-03,3,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,210,212,3,12,1,0,4
34096935,F,50,caucasian,Grad,>100K,North,City Hotel,2015-12-01,2015-12-03,2015-05-02,1,1,0,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,116,213,2,12,1,0,2
83546236,F,27,Asian American,College,>100K,West,Airport Hotels,2016-05-05,2016-05-06,2016-01-09,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,40,196,117,1,5,3,0,3
65948862,M,46,African American,College,50K -- 100K,South,City Hotel,2016-05-03,2016-05-04,2016-03-22,1,1,0,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,15,103,42,1,5,1,0,2
84345590,M,63,Latino,Grad,50K -- 100K,South,City Hotel,2015-12-01,2015-12-02,2015-05-01,1,2,0,FB,No,No,Refundable,Online,No,Check-Out,No,0,203,214,1,12,1,0,3
20256939,F,27,African American,College,<25K,West,City Hotel,2015-12-01,2015-12-03,2015-05-02,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,117,213,2,12,1,0,3
59415628,F,41,Latino,Grad,50K -- 100K,North,City Hotel,2015-12-01,2015-12-03,2015-05-02,2,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,15,149,213,2,12,1,0,3
25895628,F,19,Latino,High-School,<25K,East,City Hotel,2015-12-01,2015-12-04,2015-05-03,3,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,151,212,3,12,1,0,4
95472818,F,33,caucasian,High-School,25K --50K,South,City Hotel,2015-12-01,2015-12-03,2015-05-02,2,3,0,FB,No,No,Refundable,Online,No,Check-Out,Yes,10,225,213,2,12,1,0,5
76762981,F,37,Asian American,College,25K --50K,North,City Hotel,2015-12-01,2015-12-04,2015-05-03,3,2,1,FB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,210,212,3,12,1,0,6
44531539,M,41,Asian American,Grad,<25K,West,City Hotel,2015-12-01,2015-12-02,2015-05-01,3,2,1,FB,No,No,Refundable,Online,Yes,Check-Out,Yes,30,160,214,1,12,1,0,6
3725079,F,52,caucasian,High-School,>100K,East,City Hotel,2016-01-25,2016-01-26,2015-09-15,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,242,132,1,1,0,0,4
5649406,F,58,Asian American,Mid-School,>100K,North,Airport Hotels,2016-06-06,2016-06-07,2015-11-03,1,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,No,0,212,216,1,6,0,0,3
58168359,F,25,Asian American,College,50K -- 100K,South,Airport Hotels,2016-06-06,2016-06-08,2015-10-17,1,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,247,233,2,6,0,0,4
79219931,M,39,Latino,Grad,25K --50K,East,City Hotel,2016-06-08,2016-06-10,2015-11-15,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,230,206,2,6,2,0,3
29970519,F,36,caucasian,Grad,<25K,South,City Hotel,2016-06-10,2016-06-11,2015-11-08,3,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,140,215,1,6,4,0,4
79631812,M,39,caucasian,College,25K --50K,North,Resort,2016-05-02,2016-05-03,2016-03-24,4,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,200,39,1,5,0,0,5
47716202,F,36,caucasian,High-School,<25K,South,Resort,2016-05-18,2016-05-19,2015-12-03,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,237,167,1,5,2,0,4
55999064,M,27,caucasian,College,<25K,West,Resort,2016-04-30,2016-05-01,2016-03-28,3,1,0,BB,Yes,No,Refundable,Direct,No,Check-Out,Yes,30,216,33,1,4,5,1,4
73259438,M,42,Asian American,High-School,25K --50K,South,City Hotel,2016-02-29,2016-03-04,2015-11-27,2,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,106,94,4,2,0,0,3
40194679,F,41,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,2016-02-12,2016-02-13,2015-06-08,2,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,116,249,1,2,4,0,5
84334948,M,32,Asian American,Grad,>100K,West,Airport Hotels,2016-03-14,2016-03-16,2015-12-06,1,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,5,176,99,2,3,0,0,2
19948495,M,66,African American,Grad,<25K,North,Airport Hotels,2016-01-29,2016-02-02,2015-09-16,2,1,2,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,40,126,135,4,1,4,0,5
16925608,M,59,Asian American,Mid-School,>100K,South,Airport Hotels,2016-06-16,2016-06-17,2015-10-24,1,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,130,236,1,6,3,0,4
24871268,M,43,Latino,High-School,50K -- 100K,West,City Hotel,2016-04-21,2016-04-22,2015-08-29,3,2,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,128,236,1,4,3,0,5
47261910,M,33,Latino,High-School,<25K,South,Resort,2016-03-07,2016-03-09,2015-12-09,2,1,0,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,15,117,89,2,3,0,0,3
7163922,M,38,Asian American,College,>100K,South,City Hotel,2016-05-15,2016-05-18,2016-04-28,3,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,189,17,3,5,6,1,5
74090736,M,19,Asian American,College,>100K,North,Airport Hotels,2016-05-26,2016-05-28,2016-04-04,1,2,0,BB,Yes,Yes,No Deposit,Direct,No,Check-Out,Yes,25,144,52,2,5,3,0,3
46556262,M,22,Latino,Mid-School,<25K,North,City Hotel,2016-01-20,2016-01-24,2015-07-26,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,167,178,4,1,2,0,3
16929244,M,24,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2016-01-20,2016-01-21,2015-07-23,2,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,151,181,1,1,2,0,4
48114894,F,66,African American,College,25K --50K,South,Airport Hotels,2016-01-20,2016-01-21,2015-07-23,1,2,0,HB,Yes,Yes,Non-Refundable,Online,No,Check-Out,Yes,10,146,181,1,1,2,0,3
27280158,F,40,caucasian,College,<25K,South,City Hotel,2016-01-20,2016-01-21,2015-07-23,3,1,1,HB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,112,181,1,1,2,0,5
32340302,F,68,Latino,Grad,>100K,South,Airport Hotels,2016-01-20,2016-01-24,2015-07-26,2,1,2,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,192,178,4,1,2,0,5
61340131,F,30,Asian American,Grad,<25K,North,Resort,2016-01-20,2016-01-22,2015-07-24,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,25,117,180,2,1,2,0,4
17416652,M,50,African American,College,>100K,West,Resort,2016-05-18,2016-05-19,2016-02-28,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,30,198,80,1,5,2,0,4
44193726,F,34,Asian American,College,>100K,East,Resort,2015-12-26,2015-12-27,2015-05-04,4,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,235,236,1,12,5,1,5
99244832,F,45,Asian American,College,50K -- 100K,South,Resort,2016-01-15,2016-01-17,2015-08-27,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,10,136,141,2,1,4,0,3
90528864,M,64,Latino,Mid-School,<25K,East,City Hotel,2016-05-25,2016-05-26,2015-10-12,3,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,125,226,1,5,2,0,4
62134353,M,66,African American,Grad,<25K,East,City Hotel,2016-04-25,2016-04-27,2016-03-14,4,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,30,200,42,2,4,0,0,5
12203546,M,29,African American,College,<25K,South,Resort,2016-04-14,2016-04-16,2015-12-02,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,189,134,2,4,3,0,2
37525944,M,67,caucasian,Mid-School,25K --50K,South,City Hotel,2016-06-12,2016-06-13,2015-08-24,3,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,198,293,1,6,6,1,5
6522220,F,66,Asian American,High-School,50K -- 100K,West,City Hotel,2016-06-14,2016-06-15,2015-11-12,2,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,230,215,1,6,1,0,3
68151905,M,67,Asian American,College,50K -- 100K,North,Resort,2016-06-10,2016-06-11,2015-09-15,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,114,269,1,6,4,0,3
97573542,M,42,African American,College,<25K,South,City Hotel,2016-06-17,2016-06-19,2015-08-05,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,102,317,2,6,4,0,2
13938359,M,44,Latino,Grad,<25K,East,City Hotel,2016-06-17,2016-06-18,2015-08-04,2,1,0,HB,No,No,Refundable,Online,No,Check-Out,Yes,20,151,318,1,6,4,0,3
15920928,M,60,caucasian,High-School,>100K,North,Resort,2015-11-17,2015-11-18,2015-02-27,2,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,205,263,1,11,1,0,3
23361945,M,39,Latino,College,50K -- 100K,South,Airport Hotels,2015-11-17,2015-11-18,2015-02-27,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,167,263,1,11,1,0,3
3315713,F,70,Asian American,College,50K -- 100K,North,Airport Hotels,2016-01-04,2016-01-08,2015-08-04,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,202,153,4,1,0,0,4
29387946,F,65,caucasian,Grad,50K -- 100K,West,City Hotel,2016-05-11,2016-05-13,2016-04-06,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,222,35,2,5,2,0,3
91537199,M,46,Asian American,College,<25K,South,City Hotel,2016-02-13,2016-02-15,2015-10-25,2,3,1,BB,No,No,Non-Refundable,Direct,No,Check-Out,Yes,5,139,111,2,2,5,1,6
63259406,M,42,caucasian,College,<25K,North,Airport Hotels,2016-04-04,2016-04-05,2015-11-27,4,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,165,129,1,4,0,0,5
61609201,M,45,African American,College,<25K,West,City Hotel,2016-02-01,2016-02-04,2015-09-13,3,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,116,141,3,2,0,0,4
27350612,F,42,caucasian,High-School,50K -- 100K,East,Airport Hotels,2016-04-04,2016-04-06,2016-01-19,4,1,0,BB,No,No,No Deposit,Agent,No,Check-Out,No,0,122,76,2,4,0,0,5
76952029,M,29,Latino,Mid-School,>100K,South,Resort,2016-04-05,2016-04-06,2015-11-07,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,105,150,1,4,1,0,5
29893938,M,28,Latino,Grad,25K --50K,South,City Hotel,2016-03-30,2016-04-02,2015-10-24,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,185,158,3,3,2,0,4
64272232,F,53,caucasian,Grad,<25K,North,City Hotel,2016-06-14,2016-06-15,2015-10-07,2,1,1,BB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,153,251,1,6,1,0,4
26936737,M,37,Asian American,High-School,50K -- 100K,South,City Hotel,2016-02-03,2016-02-05,2015-04-21,1,2,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,20,202,288,2,2,2,0,4
3890179,F,44,Latino,High-School,25K --50K,North,Resort,2016-06-14,2016-06-16,2015-10-10,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,186,248,2,6,1,0,3
71313556,M,65,African American,High-School,<25K,South,City Hotel,2016-06-04,2016-06-06,2016-06-04,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,201,0,2,6,5,1,4
1126576,M,38,caucasian,High-School,<25K,West,Resort,2016-05-08,2016-05-10,2016-04-11,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,216,27,2,5,6,1,4
70418864,M,62,African American,Mid-School,50K -- 100K,South,Airport Hotels,2016-05-20,2016-05-21,2016-02-04,3,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,15,250,106,1,5,4,0,5
58724901,M,48,Asian American,College,25K --50K,North,City Hotel,2016-05-20,2016-05-21,2016-02-04,1,3,0,BB,No,No,No Deposit,Online,No,Check-Out,No,0,180,106,1,5,4,0,4
16773717,F,60,African American,High-School,25K --50K,West,Resort,2015-12-30,2016-01-01,2015-03-25,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,225,280,2,12,2,0,4
98642951,F,37,Latino,High-School,<25K,South,City Hotel,2016-02-15,2016-02-19,2015-10-28,1,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,148,110,4,2,0,0,3
18060053,M,51,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,2015-09-22,2015-09-23,2015-01-09,1,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,10,127,256,1,9,1,0,2
70201901,M,30,caucasian,High-School,>100K,South,Airport Hotels,2016-06-06,2016-06-08,2016-06-05,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,177,1,2,6,0,0,3
20378668,F,68,African American,College,25K --50K,East,Resort,2016-06-06,2016-06-07,2016-06-04,3,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,204,2,1,6,0,0,4
89995165,F,60,Asian American,College,25K --50K,South,Resort,2016-04-15,2016-04-16,2016-01-31,1,3,0,BB,Yes,Yes,Refundable,Online,No,Check-Out,Yes,25,221,75,1,4,4,0,4
26736828,F,53,Asian American,Grad,25K --50K,North,Resort,2016-05-24,2016-05-25,2016-05-07,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,103,17,1,5,1,0,4
48296905,M,24,Latino,Grad,50K -- 100K,South,Airport Hotels,2016-05-27,2016-05-28,2016-04-18,1,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,15,144,39,1,5,4,0,2
86612506,M,24,Asian American,High-School,50K -- 100K,South,Airport Hotels,2016-05-31,2016-06-03,2016-04-29,1,1,2,BB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,169,32,3,5,1,0,4
76790906,M,34,Asian American,Grad,>100K,North,Resort,2016-05-05,2016-05-06,2015-10-24,2,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,174,194,1,5,3,0,5
7057045,F,22,Asian American,College,>100K,North,City Hotel,2016-06-12,2016-06-16,2015-10-09,2,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,30,153,247,4,6,6,1,4
85291431,F,31,Asian American,High-School,<25K,West,Airport Hotels,2016-05-04,2016-05-06,2016-02-02,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,232,92,2,5,2,0,5
12399751,F,18,African American,College,<25K,North,City Hotel,2016-05-04,2016-05-05,2016-02-01,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,233,93,1,5,2,0,5
21158081,M,47,African American,Grad,>100K,North,City Hotel,2016-01-11,2016-01-12,2015-08-14,2,2,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,236,150,1,1,0,0,5
28355719,F,25,Asian American,Mid-School,<25K,West,Resort,2016-06-16,2016-06-17,2015-07-31,1,2,1,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,5,214,321,1,6,3,0,4
32521647,M,55,Latino,Mid-School,50K -- 100K,West,City Hotel,2016-06-16,2016-06-17,2015-07-31,1,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,216,321,1,6,3,0,3
95737369,M,31,caucasian,High-School,>100K,South,Resort,2016-05-27,2016-05-28,2016-05-16,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,109,11,1,5,4,0,3
15774088,M,39,African American,College,25K --50K,South,Airport Hotels,2016-05-04,2016-05-07,2016-04-02,1,3,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,213,32,3,5,2,0,5
51047658,F,39,caucasian,College,<25K,West,Airport Hotels,2016-05-06,2016-05-07,2016-04-03,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,128,33,1,5,4,0,3
21669874,M,44,Latino,Grad,<25K,West,Resort,2016-05-04,2016-05-07,2016-03-27,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,130,38,3,5,2,0,4
51824106,M,35,caucasian,College,25K --50K,East,Airport Hotels,2016-02-03,2016-02-05,2015-09-22,2,1,1,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,10,128,134,2,2,2,0,4
92133407,F,50,caucasian,Mid-School,25K --50K,North,Airport Hotels,2016-04-09,2016-04-11,2016-01-07,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,164,93,2,4,5,1,4
6495382,F,34,African American,Grad,25K --50K,East,Resort,2016-04-04,2016-04-08,2015-11-16,4,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,172,140,4,4,0,0,6
26151935,F,55,Latino,College,<25K,South,Airport Hotels,2016-02-09,2016-02-10,2015-10-08,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,240,124,1,2,1,0,4
92164486,F,22,Asian American,Mid-School,50K -- 100K,North,Resort,2016-06-14,2016-06-16,2015-07-29,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,184,321,2,6,1,0,2
76612049,F,52,Asian American,College,<25K,South,Resort,2016-04-10,2016-04-11,2016-02-13,3,1,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,40,217,57,1,4,6,1,4
96483231,F,25,Asian American,College,50K -- 100K,South,Airport Hotels,2016-06-18,2016-06-20,2015-11-04,2,2,2,HB,No,No,No Deposit,Online,No,Check-Out,No,0,117,227,2,6,5,1,6
44883840,F,42,African American,Mid-School,<25K,West,Resort,2016-01-12,2016-01-16,2015-08-18,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,30,159,147,4,1,1,0,4
76523174,M,46,African American,High-School,25K --50K,South,Resort,2016-06-21,2016-06-22,2015-11-20,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,30,195,214,1,6,1,0,3
43952870,M,44,African American,College,>100K,West,City Hotel,2016-05-21,2016-05-23,2016-04-29,2,3,2,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,103,22,2,5,5,1,7
24285219,M,58,caucasian,High-School,50K -- 100K,South,Airport Hotels,2016-05-18,2016-05-19,2016-04-28,2,1,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,20,194,20,1,5,2,0,3
96758216,M,60,Asian American,College,25K --50K,North,City Hotel,2016-05-16,2016-05-17,2015-12-09,1,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,130,159,1,5,0,0,2
76795653,M,57,Asian American,College,25K --50K,South,City Hotel,2016-06-12,2016-06-14,2015-08-28,1,1,2,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,244,289,2,6,6,1,4
57056130,M,57,Asian American,High-School,50K -- 100K,East,Airport Hotels,2016-01-21,2016-01-22,2015-09-02,2,3,0,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,10,179,141,1,1,3,0,5
18260991,M,48,Latino,Grad,25K --50K,South,Resort,2016-04-28,2016-05-02,2015-12-23,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,156,127,4,4,3,0,4
53228380,F,24,African American,College,<25K,East,Resort,2016-04-04,2016-04-07,2015-11-07,2,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,140,149,3,4,0,0,5
40843338,F,62,Asian American,College,25K --50K,East,Airport Hotels,2016-06-18,2016-06-19,2015-10-10,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,114,252,1,6,5,1,5
89119681,F,18,African American,High-School,50K -- 100K,West,Resort,2016-05-11,2016-05-14,2016-03-16,3,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,210,56,3,5,2,0,4
48375938,F,68,African American,Grad,>100K,North,City Hotel,2015-12-19,2015-12-22,2015-05-07,2,2,0,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,10,203,226,3,12,5,1,4
89268664,M,36,Latino,College,>100K,North,Resort,2016-05-23,2016-05-24,2015-08-12,2,3,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,213,285,1,5,0,0,5
48839693,F,40,African American,Mid-School,50K -- 100K,North,Resort,2016-01-23,2016-01-24,2015-09-03,2,1,1,HB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,159,142,1,1,5,1,4
17000737,F,33,African American,Grad,>100K,North,Resort,2016-05-25,2016-05-27,2016-05-12,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,108,13,2,5,2,0,5
19036556,F,46,Latino,Mid-School,25K --50K,South,Airport Hotels,2016-05-25,2016-05-27,2016-05-12,2,2,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,10,174,13,2,5,2,0,4
51059724,F,56,Latino,Mid-School,50K -- 100K,West,Airport Hotels,2016-06-16,2016-06-17,2016-01-28,3,2,2,FB,Yes,No,No Deposit,Online,No,Check-Out,No,0,162,140,1,6,3,0,7
10855274,F,47,Latino,College,<25K,East,City Hotel,2016-05-28,2016-05-31,2016-04-04,1,2,1,BB,No,No,Refundable,Agent,No,Check-Out,No,0,248,54,3,5,5,1,4
14216553,M,44,Asian American,High-School,25K --50K,South,Resort,2016-04-21,2016-04-24,2015-11-14,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,131,159,3,4,3,0,4
29376886,M,23,Asian American,Grad,50K -- 100K,South,City Hotel,2016-02-06,2016-02-08,2015-09-19,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,191,140,2,2,5,1,5
61666597,F,70,Asian American,College,>100K,South,Resort,2016-06-09,2016-06-10,2016-02-02,2,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,179,128,1,6,3,0,3
49871194,M,21,Asian American,High-School,50K -- 100K,East,Resort,2016-06-10,2016-06-12,2016-05-26,3,1,1,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,25,127,15,2,6,4,0,5
70996543,F,56,African American,College,<25K,West,City Hotel,2016-06-13,2016-06-15,2015-09-23,1,1,1,BB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,10,196,264,2,6,0,0,3
91095993,F,35,Latino,High-School,25K --50K,North,City Hotel,2016-05-29,2016-06-01,2016-05-16,1,1,0,BB,No,No,Refundable,Agent,No,Check-Out,No,0,165,13,3,5,6,1,2
93905947,F,69,Latino,Grad,25K --50K,North,Airport Hotels,2016-03-30,2016-03-31,2015-10-28,3,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,196,154,1,3,2,0,5
